"timestamp","date","methodology","n_variants","pairs","duckvep_total","duckvep_specific","duckvep_discordant_shared","duckvep_emission","fastvep_total"
"2026-06-17T13:28:00","2026-06-17","original-identity-keyed",50000,1438764,239,92,210,29,5063
